case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-4407	local_shell	waiting_for_input	trusted_auto_session	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4408	local_shell	waiting_for_input	trusted_auto_session	sidebar_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4409	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4410	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4411	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4412	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4413	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4414	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4415	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4416	local_shell	waiting_for_input	trusted_auto_session	sidebar_hidden_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4417	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists; boss watch is paused.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4418	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4419	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4420	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4421	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4422	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4423	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4424	local_shell	waiting_for_input	trusted_auto_session	boss_pane_collapsed	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4425	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4426	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4427	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4428	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4429	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4430	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4431	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4432	local_shell	waiting_for_input	trusted_auto_session	terminal_focus	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4433	local_shell	waiting_for_input	trusted_auto_session	archived_session	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4434	local_shell	waiting_for_input	trusted_auto_session	archived_session	registered	missing	noAction	false	attention	Operator can keep working with local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4435	local_shell	waiting_for_input	trusted_auto_session	archived_session	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4436	local_shell	waiting_for_input	trusted_auto_session	archived_session	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4437	local_shell	waiting_for_input	trusted_auto_session	archived_session	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4438	local_shell	waiting_for_input	trusted_auto_session	archived_session	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4439	local_shell	waiting_for_input	trusted_auto_session	archived_session	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4440	local_shell	waiting_for_input	trusted_auto_session	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, native session metadata present. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4441	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4442	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4443	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4444	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4445	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4446	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4447	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4448	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4449	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4450	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4451	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4452	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4453	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4454	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4455	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4456	local_shell	waiting_for_input	trusted_auto_no_session	sidebar_hidden_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4457	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists; boss watch is paused.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4458	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4459	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4460	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4461	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4462	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4463	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4464	local_shell	waiting_for_input	trusted_auto_no_session	boss_pane_collapsed	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on boss pane collapsed so terminal gets more space; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4465	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4466	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4467	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4468	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4469	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4470	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4471	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4472	local_shell	waiting_for_input	trusted_auto_no_session	terminal_focus	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on terminal focus mode; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4473	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4474	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	registered	missing	noAction	false	attention	Operator can keep working with local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench surfaces: Usable with watch points: no active terminal agents remain after archive filtering.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4475	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4476	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4477	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4478	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
